1404836670 0.458046
1404837464 0.489545
1404840972 0.28749
1404841280 0.21641
1404841543 0.129575
1404841727 0.282128
1404844261 0.282017
1404846030 0.464492
1404983385 0.482251
1404997798 0.465446
1404998189 0.602598
1405004452 0.463541
1405004793 0.433807
1405005264 0.605739
1405005581 0.547091
1405009014 0.506256
1405018179 0.464597
1405062331 0.0551498
1405062704 0.602604
1405069252 0.0419725
1405076455 0.430261
1405076724 0.502524
1405094027 0.240673
1405094300 0.501866
1405095675 0.261607
1405098055 0.43025
1405254662 0.0606579
1405255008 0.550267
1405328685 0.505989
1405329111 0.605724
1405335511 0.449607
1405335845 0.46778
1405336138 0.503673
1405342848 0.549167
1405343584 0.475523
1405345430 0.611479
1405345720 0.50062
1405348702 0.397009
1405349583 0.459653
1405354440 0.459762
1405354736 0.554411
1405420865 0.470523
1405424035 0.470193
1405424314 0.604586
1405429276 0.436379
1405432705 0.465373
1405436452 0.605346
1405436721 0.54999
1405439326 0.45605
1405443871 0.42973
1405444204 0.605668
1405452048 0.550496
1405452353 0.604953
1405454663 0.546649
1405454975 0.316663
1405508460 0.0357265
1405508864 0.54903
1405515665 0.501133
1405522851 0.376848
1405523199 0.610976
1405527538 0.461968
1405532169 0.464341
1405532426 0.602447
1405537392 0.54934
1405537680 0.550697
1405544459 0.550586
1405555478 0.431006
1405555742 0.502085
1405587561 0.673828
1405587845 0.431601
1405609257 0.46332
1405609507 0.606119
1405610490 0.507046
1405610743 0.548398
1405681290 0.401917
1405681557 0.603457
1405692009 0.0154675
1405692507 0.503807
1405932773 0.0437876
1405940470 0.432043
1405940785 0.551668
1405946034 0.461736
1405951880 0.488532
1406033488 0.487099
1407404492 0.1782
1407418478 0.28392
1407422976 0.464983
1407423756 0.479937
1407427196 0.504882
1407427825 0.524099
1407483666 0.486793
1407484267 0.471262
1407485461 0.503747
1407486065 0.503761
1407486662 0.512366
1407487262 0.49393
1407487860 0.494287
1407488505 0.464637
1407490418 0.510207
1407490827 0.23328
1407497459 0.505064
1407498058 0.508
1407498659 0.464583
1407499278 0.453975
1407500369 0.506151
1407500850 0.505689
1407501282 0.397719
1407501677 0.516405
1407502258 0.462728
1407502877 0.332578
1407503931 0.540077
1407504330 0.496175
1407504743 0.531204
1407505261 0.524301
1407505859 0.396285
1407506478 0.490039
1407531067 0.501359
1407531681 0.322206
1407532743 0.490039
1407533133 0.507255
1407533521 0.467809
1407534265 0.48819
1407534660 0.48814
1407586096 0.015147
1407587377 0.498616
1407591586 0.460018
1407600666 0.506488
1407601271 0.393154
1407601873 0.504172
1407602466 0.516019
1407603074 0.381258
1407603683 0.515234
1407604731 0.534183
1407606232 0.480024
1407606894 0.406495
1407607360 0.464564
1407607971 0.383253
1407608442 0.46597
1407610358 0.521207
1407610814 0.476833
1407611191 0.237211
1407611673 0.398668
1407613037 0.383811
1407614799 0.445361
1407615524 0.522553
1407616358 0.480055
1407617538 0.478828
1407677472 0.50677
1407678068 0.507962
1407678659 0.500729
1407679285 0.451428
1407680345 0.47991
1407680750 0.0431357
1407681279 0.491728
1407681818 0.469553
1407682270 0.351986
1407696599 0.498862
1407697043 0.493133
1407697426 0.508197
1407698096 0.138291
1407698643 0.228423
1407699263 0.164392
1407760892 0.14653
1407762278 0.340816
1407763367 0.216814
1407764111 0.109622
1407765697 0.222745
1407766903 0.186894
1407768972 0.264837
1407769756 0.187817
1407770603 0.27415
1407771723 0.139973
1407772460 0.230721
1407773307 0.513904
1407773990 0.518613
1407775018 0.477376
1407775861 0.369892
1407776965 0.508139
1407777371 0.505826
1407777963 0.48996
1407778600 0.473714
1407794880 0.515117
1407795536 0.43909
1407796637 0.517506
1407797052 0.527331
1407797909 0.458885
1407798972 0.466449
1407799776 0.504963
1407800448 0.473287
1407801710 0.477291
1407802133 0.506463
1407802711 0.500679
1407818275 0.503146
1407850800 0.486271
1407851558 0.510408
1407852277 0.473647
1407853055 0.450985
1407853800 0.346289
1407855034 0.495807
1407855509 0.462998
1407856347 0.505942
1407857195 0.531365
1407857939 0.497392
1407858995 0.472867
1407860412 0.512138
1407861193 0.518528
1407862033 0.480109
1407865618 0.465098
1407870759 0.477672
1407871593 0.469194
1407921669 0.480803
1407922272 0.497007
1407922874 0.531671
1407923474 0.510746
1407924094 0.446246
1407925340 0.498897
1407925749 0.515829
1407926153 0.46708
1407926569 0.496914
1407927070 0.524828
1407927678 0.452589
1407928863 0.490201
1407929273 0.504508
1407929660 0.516114
1407930063 0.524445
1407930668 0.514998
1407931278 0.488872
1407938476 0.474077
1407939687 0.487186
1407940325 0.487023
1407940804 0.515695
1407941259 0.506905
1407941723 0.523958
1407942161 0.467918
1407945061 0.465238
1407945681 0.458174
1407949863 0.408939
1407950653 0.497411
1407951074 0.49048
1407951662 0.504405
1407952266 0.507312
1407952889 0.489295
1407958444 0.50486
1407958877 0.456983
1407959464 0.515425
1407969414 0.0381034
1407976618 0.514403
1407977652 0.51682
1407978523 0.51585
1407979329 0.524164
1407980177 0.467089
1407981378 0.498098
1407981885 0.522849
1408026068 0.484812
1408026669 0.480806
1408027268 0.50676
1408027866 0.457298
1408028492 0.48654
1408029676 0.487112
1408030104 0.469823
1408030581 0.49931
1408031105 0.498055
1408031786 0.489904
1408032248 0.466548
1408033435 0.487748
1408033915 0.465307
1408034623 0.504434
1408035636 0.470545
1408036496 0.470188
1408039123 0.470336
1408040302 0.496808
1408040778 0.494817
1408041629 0.494753
1408042373 0.5137
1408043170 0.48929
1408044004 0.465738
1408045175 0.492866
1408101675 0.498499
1408102271 0.49683
1408102860 0.505959
1408103462 0.503135
1408104086 0.456112
1408105266 0.475271
1408105666 0.501693
1408106082 0.452478
1408107679 0.48577
1408108825 0.526864
1408109321 0.483007
1408109776 0.469106
1408110187 0.497224
1408110669 0.487822
1408111286 0.480906
1408112433 0.486016
1408112885 0.179093
1408113311 0.513963
1408113777 0.498094
1408114270 0.499002
1408114885 0.477647
1408116072 0.497914
1408116552 0.505998
1408117004 0.506737
1408117508 0.536409
1408117927 0.482333
1408133869 0.0383067
1408134257 0.022316
1408356661 0.525291
1408358456 0.4611
1408359063 0.495525
1408360864 0.466044
1408361468 0.451126
1408362070 0.51681
1408362712 0.499199
1408363311 0.497283
1408364388 0.483248
1408364808 0.475521
1408365230 0.452873
1408365665 0.50678
1408366876 0.487714
1408368158 0.372498
1408368638 0.406909
1408369092 0.349292
1408369624 0.372999
1408370074 0.514847
1408370546 0.48048
1408371584 0.301024
1408372011 0.201542
1408372448 0.453233
1408372902 0.319219
1408373459 0.317154
1408374080 0.212785
1408375215 0.327863
1408375759 0.487193
1408376183 0.285803
1408376636 0.456721
1408377170 0.308871
1408377677 0.458291
1408378833 0.482176
1408379461 0.504935
1408379884 0.213918
1408380354 0.31604
1408380815 0.519011
1408381279 0.476615
1408468819 0.47832
1408473423 0.533986
1408473880 0.5236
1408474362 0.477082
1408475251 0.464687
1408476176 0.492525
1408476755 0.496166
1408477196 0.524348
1408477675 0.468096
1408478125 0.501024
1408478633 0.415997
1408479113 0.453291
1408479733 0.490014
1408480227 0.49133
1408480656 0.487242
1408481140 0.475232
1408481593 0.474788
1408482119 0.443503
1408482709 0.476754
1408483271 0.504586
1408483869 0.514484
1408484474 0.512375
1408485069 0.482558
1408485721 0.48613
1408486259 0.475597
1408486864 0.503601
1408488023 0.490706
1408488429 0.473444
1408488861 0.490428
1408489341 0.484781
1408489923 0.507892
1408490472 0.472483
1408491074 0.456813
1408491671 0.468197
1408492271 0.471463
1408494067 0.485059
1408546882 0.449039
1408548049 0.472879
1408548653 0.474123
1408549057 0.508049
1408549445 0.479714
1408549884 0.481602
1408550494 0.339045
1408551682 0.487504
1408552155 0.518434
1408552611 0.482698
1408553055 0.460978
1408553468 0.510905
1408554095 0.458074
1408555068 0.492473
1408555740 0.464048
1408556205 0.481104
1408556891 0.460948
1408557592 0.488989
1408558309 0.448591
1408559182 0.481568
1408559863 0.515307
1408560540 0.474817
1408561658 0.510047
1408562882 0.459268
1408563682 0.487491
1408564576 0.486075
1408565306 0.482108
1408566041 0.491775
1408566746 0.516229
1408627865 0.512921
1408628461 0.422109
1408629060 0.473247
1408629687 0.419028
1408630884 0.481752
1408631338 0.498446
1408631755 0.477168
1408632177 0.526865
1408632670 0.472625
1408634441 0.509709
1408634856 0.490595
